Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
185,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
186,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
187,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
188,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
189,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
190,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
191,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
192,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
193,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
194,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
195,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
196,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
197,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
198,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
199,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
200,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
201,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
202,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
203,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
204,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
205,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
206,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
207,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
208,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
209,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
210,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
211,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
212,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
213,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
214,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
215,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
216,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
217,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
218,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
219,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
220,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
221,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
222,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
223,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
224,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
225,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
226,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
227,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
228,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,32,Municipal Services,Human Rights Commission,County,NA,0
229,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,33,Municipal Services,Human Rights Commission,City,NA,0
230,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
231,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
232,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
233,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
234,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
235,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
236,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
237,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
238,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
239,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
240,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
241,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
242,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
243,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
244,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
245,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
246,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
247,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
248,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
249,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
250,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
251,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
252,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
253,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
254,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
255,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
256,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
257,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
258,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
259,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
260,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
261,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
262,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
263,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
264,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
265,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
266,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
267,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
268,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
269,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
270,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
271,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
272,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
273,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
274,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
275,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
276,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
277,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,32,Municipal Services,Human Rights Commission,County,NA,0
278,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,33,Municipal Services,Human Rights Commission,City,NA,5
279,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
280,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
281,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
282,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
283,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
284,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
285,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
286,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
287,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
288,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
289,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
290,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
291,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
292,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
293,6,Mobile,AL,https://www.hrc.org/resources/municipalities/mobile-al-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
